track_name,track_artist,track_popularity,track_album_name,track_album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_year,release_month,release_day,key_name,duration_min,duration_sec
Low,Lenny Kravitz,57,Raise Vibration,2018-09-07,0.803,0.682,8,-3.459,0,0.037,0.0516,0.000223,0.0456,0.926,106.431,318987,2018,9,7,G#/Ab,5.316450000000001,318.987
Los Puti (with Lele Pons & Lyanno),Favian Lovo,57,Los Puti (with Lele Pons & Lyanno),2019-10-25,0.786,0.767,1,-3.983,1,0.0364,0.291,8.99e-05,0.124,0.771,105.022,227027,2019,10,25,C#/Db,3.783783333333333,227.027
Shorty,Jerry Di,57,Shorty,2019-07-19,0.925,0.752,6,-4.523,0,0.153,0.0149,0.0,0.0706,0.743,96.966,184733,2019,7,19,F#/Gb,3.078883333333333,184.733
Qué Hay de Malo - Reggae Version,Farruko,57,Qué Hay de Malo (Reggae Version),2019-08-19,0.668,0.656,11,-5.715,1,0.0548,0.373,0.0,0.0694,0.827,168.004,221718,2019,8,19,B,3.6953,221.718
Ban Drill,Krept & Konan,57,Ban Drill,2019-06-13,0.503,0.743,6,-6.044,0,0.332,0.102,0.0,0.0863,0.423,93.27,287927,2019,6,13,F#/Gb,4.798783333333334,287.927
FU4E,Lost Kings,57,Paper Crowns (Deluxe),2019-01-18,0.794,0.644,5,-5.522,1,0.0355,0.134,5.18e-05,0.182,0.788,146.032,207280,2019,1,18,F,3.4546666666666668,207.28
Zumba,Don Omar,57,Don Omar Presents MTO2: New Generation,2012-01-01,0.729,0.894,5,-3.494,1,0.0397,0.00205,0.021,0.128,0.832,124.992,263973,2012,1,1,F,4.3995500000000005,263.973
Faith (with Dolly Parton) [feat. Mr. Probz] - Acoustic,Galantis,57,Faith (with Dolly Parton) [feat. Mr. Probz] [Acoustic],2020-01-10,0.557,0.518,7,-7.043,1,0.0315,0.339,0.0,0.0867,0.354,110.291,173218,2020,1,10,G,2.8869666666666665,173.218
Control,Winona Oak,57,CLOSURE,2020-01-10,0.685,0.631,4,-9.351,0,0.0945,0.297,0.0234,0.182,0.281,107.992,182852,2020,1,10,E,3.0475333333333334,182.852
Hopeless Boy (feat. David Ortiz),King Lil G,57,Ak47boyz,2014-05-27,0.575,0.609,6,-8.037,0,0.19,0.0839,8.46e-05,0.62,0.392,93.774,193787,2014,5,27,F#/Gb,3.2297833333333332,193.787
Traffic Jam,Banx & Ranx,57,Traffic Jam,2019-11-07,0.808,0.856,5,-3.635,0,0.0493,0.00776,0.0,0.119,0.599,107.019,162390,2019,11,7,F,2.7064999999999997,162.39
Sleepwalking,The Chain Gang Of 1974,57,"The Music of Grand Theft Auto V, Vol. 1: Original Music",2013-09-24,0.488,0.83,7,-5.331,1,0.0436,0.00127,0.000833,0.181,0.326,105.935,218693,2013,9,24,G,3.6448833333333335,218.693
Da Funk,MEDIKAL,57,Da Funk,2019-11-06,0.84,0.83,11,-5.217,0,0.148,0.0313,0.0551,0.073,0.695,124.988,207845,2019,11,6,B,3.4640833333333334,207.845
2020,Great Good Fine Ok,57,2020,2019-12-27,0.643,0.613,10,-6.297,0,0.0853,0.334,2.54e-05,0.144,0.52,153.853,159500,2019,12,27,A#/Bb,2.658333333333333,159.5
Devil's in the Backseat,Lostboycrow,57,Devil's in the Backseat,2017-05-05,0.642,0.558,5,-8.401,0,0.0693,0.164,0.0,0.142,0.51,156.053,243462,2017,5,5,F,4.0577,243.462
Heavy,POWERS,57,Heavy,2017-02-24,0.739,0.689,4,-3.726,0,0.0468,0.00563,5.39e-06,0.102,0.897,102.018,234356,2017,2,24,E,3.905933333333333,234.356
To Live And Die In L.A.,Makaveli,57,The Don Killuminati: The 7 Day Theory,1996-11-05,0.578,0.819,9,-7.636,0,0.312,0.24,0.0,0.774,0.755,173.84,273427,1996,11,5,A,4.557116666666667,273.427
los Disicipulos,Eddie Dee,57,12 Discipulos,2005-06-26,0.629,0.893,1,-4.009,0,0.275,0.181,0.0,0.115,0.86,94.042,269559,2005,6,26,C#/Db,4.49265,269.559
Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),Three 6 Mafia,57,When The Smoke Clears,2000-06-13,0.944,0.839,11,-4.141,1,0.108,0.00919,0.0,0.0921,0.892,136.019,261973,2000,6,13,B,4.366216666666667,261.973
Aquí Está Tu Caldo,Daddy Yankee,57,"Blin Blin, Vol. 1",2003-03-03,0.884,0.743,11,-7.65,1,0.112,0.116,0.00011,0.127,0.781,95.997,212480,2003,3,3,B,3.541333333333333,212.48
Te Quiero,Flex,57,Te Quiero,2007-01-01,0.536,0.598,1,-9.608,1,0.0424,0.00314,0.0,0.319,0.465,83.946,199110,2007,1,1,C#/Db,3.3185000000000002,199.11
Wildflower,Joe Corfield,57,Chillhop Essentials Spring 2018,2018-03-21,0.67,0.139,1,-11.068,1,0.0725,0.928,0.949,0.0947,0.658,91.054,147584,2018,3,21,C#/Db,2.4597333333333333,147.584
Throwback,Brytiago,57,Throwback,2019-10-25,0.907,0.76,0,-3.888,1,0.454,0.311,0.0,0.0699,0.708,90.057,198027,2019,10,25,C,3.3004499999999997,198.027
Subelo (Further Up),Static & Ben El,57,"Further Up (Na, Na, Na, Na, Na)",2020-01-10,0.836,0.834,6,-2.441,1,0.197,0.0454,0.0,0.29,0.821,100.01,141721,2020,1,10,F#/Gb,2.362016666666667,141.721
Mala Costumbre,Lalo Ebratt,57,Numerología,2019-12-12,0.715,0.745,9,-6.265,0,0.187,0.192,1.13e-05,0.0807,0.802,191.985,220000,2019,12,12,A,3.6666666666666665,220.0
El Ritmo de Mi Corazón,Gian Marco,57,El Ritmo de Mi Corazón,2019-05-03,0.769,0.926,7,-4.193,1,0.0542,0.104,2.5e-06,0.324,0.955,104.987,262000,2019,5,3,G,4.366666666666666,262.0
Ya Te Perdoné,Ventino,57,Ya Te Perdoné,2019-02-08,0.509,0.289,2,-7.866,1,0.0394,0.83,0.0,0.0999,0.307,128.828,221849,2019,2,8,D,3.697483333333333,221.849
Roll with the Changes,REO Speedwagon,57,"You Can Tune a Piano, But You Can't Tuna Fish",1978-03-16,0.204,0.896,0,-5.931,1,0.049,0.00266,0.0,0.152,0.653,90.6,335827,1978,3,16,C,5.5971166666666665,335.827
Go Your Own Way,Fleetwood Mac,57,Greatest Hits,1988-11-21,0.597,0.812,5,-12.062,1,0.0315,0.0219,0.00106,0.102,0.823,135.68,218400,1988,11,21,F,3.64,218.4
I Just Want To Be Your Everything,Andy Gibb,57,Flowing Rivers,1977-09-09,0.651,0.648,9,-7.44,1,0.0346,0.167,1.7e-05,0.192,0.868,97.017,225667,1977,9,9,A,3.7611166666666667,225.667
Perros Salvajes,Daddy Yankee,57,Prestige,2012-01-01,0.806,0.804,6,-4.84,0,0.146,0.0615,0.0,0.115,0.766,88.018,190311,2012,1,1,F#/Gb,3.17185,190.311
Move Bitch,Disturbing Tha Peace,57,Word Of Mouf,2001-01-01,0.777,0.764,1,-5.682,1,0.14,0.243,0.0,0.103,0.174,177.868,270867,2001,1,1,C#/Db,4.51445,270.867
Kiss You All Over,Exile,57,Greatest Hits,1983-07-05,0.741,0.267,0,-17.204,1,0.0285,0.253,0.000447,0.0987,0.497,102.428,214400,1983,7,5,C,3.5733333333333333,214.4
Bailando - English Version,Enrique Iglesias,57,SEX AND LOVE,2014-05-06,0.719,0.844,7,-3.529,1,0.103,0.0793,0.0,0.0551,0.941,90.951,243240,2014,5,6,G,4.054,243.24
Kindergarten,chloe moriondo,57,Kindergarten,2020-01-10,0.692,0.285,7,-14.687,1,0.106,0.548,0.0,0.0978,0.278,119.949,145625,2020,1,10,G,2.4270833333333335,145.625
Chamei Chamando,Mc Don Juan,57,Chamei Chamando,2019-10-14,0.874,0.317,9,-9.513,1,0.123,0.633,1.91e-05,0.0993,0.677,95.057,121263,2019,10,14,A,2.0210500000000002,121.263
Quiero Cantar,Abel Pintos,57,Quiero Cantar,2019-12-23,0.552,0.672,2,-6.561,1,0.036,0.085,0.0,0.602,0.124,116.284,220560,2019,12,23,D,3.676,220.56
All of Me - Live from Spotify Milan,John Legend,57,Spotify Sessions,2013-11-22,0.505,0.15,8,-9.795,1,0.0439,0.833,0.0,0.0988,0.383,133.237,291960,2013,11,22,G#/Ab,4.866,291.96
Lead Me Back,San Holo,57,Lead Me Back,2019-02-22,0.498,0.798,3,-4.637,1,0.0902,0.0992,3.47e-06,0.119,0.369,138.058,284493,2019,2,22,D#/Eb,4.74155,284.493
Friends Go,Maggie Lindemann,57,Friends Go,2019-03-22,0.441,0.66,5,-3.335,1,0.0508,0.0265,0.0,0.351,0.765,177.718,143361,2019,3,22,F,2.38935,143.361
Talk Slow,Cody Lovaas,57,Talk Slow,2019-03-22,0.74,0.543,7,-7.201,1,0.108,0.09,0.0,0.135,0.46,157.987,164544,2019,3,22,G,2.7424000000000004,164.544
Swingin Party - 2008 Remaster,The Replacements,57,Tim [Expanded Edition],1985-09-27,0.647,0.69,6,-8.657,0,0.0454,0.0224,0.0,0.147,0.682,117.514,233573,1985,9,27,F#/Gb,3.8928833333333333,233.573
hold on,flor,57,come out. you're hiding (deluxe),2018-02-02,0.609,0.872,8,-4.72,1,0.0447,0.0483,0.000971,0.119,0.534,111.967,204774,2018,2,2,G#/Ab,3.4129,204.774
1000 Nights,FRENSHIP,57,1000 Nights,2017-01-27,0.594,0.709,6,-9.541,0,0.0377,0.0315,0.0562,0.0738,0.587,90.001,240293,2017,1,27,F#/Gb,4.004883333333334,240.293
If I Ain't Got You,Dan Talevski,57,If I Ain't Got You,2019-03-22,0.626,0.475,8,-8.086,1,0.0666,0.124,0.0,0.092,0.424,84.035,177851,2019,3,22,G#/Ab,2.964183333333333,177.851
Hollow Life,Coast Modern,57,Coast Modern,2017-07-28,0.634,0.743,8,-4.039,1,0.0392,0.00298,1.96e-06,0.0442,0.243,118.937,237880,2017,7,28,G#/Ab,3.9646666666666666,237.88
La Magia,Sabino,57,Yin,2019-05-31,0.739,0.799,6,-7.09,0,0.228,0.288,5.13e-06,0.152,0.505,91.986,168933,2019,5,31,F#/Gb,2.81555,168.933
Dreaming,Smallpools,57,LOVETAP!,2015-03-24,0.612,0.89,10,-2.827,0,0.047,0.000478,0.0,0.0672,0.886,118.989,216253,2015,3,24,A#/Bb,3.6042166666666664,216.253
De Qué Sirve,Paulina Rubio,57,De Qué Sirve,2019-12-13,0.532,0.595,9,-5.726,1,0.215,0.333,0.0,0.148,0.689,174.829,155579,2019,12,13,A,2.5929833333333336,155.579
Maldito miedo (feat. Soge Culebra),Alex Ubago,57,Maldito miedo (feat. Soge Culebra),2019-08-02,0.525,0.769,8,-4.746,1,0.0315,0.147,0.0,0.149,0.382,153.936,206434,2019,8,2,G#/Ab,3.4405666666666668,206.434
What Do You Love,Seeb,57,What Do You Love,2016-10-14,0.55,0.918,11,-2.818,1,0.0723,0.149,1.7e-05,0.355,0.35,95.977,211875,2016,10,14,B,3.53125,211.875
Pushing 21,Liv Dawson,57,Pushing 21,2019-03-22,0.782,0.438,4,-9.443,1,0.0312,0.45,3.69e-06,0.168,0.561,100.037,207800,2019,3,22,E,3.4633333333333334,207.8
We Got The Beat,The Go-Go's,57,Beauty And The Beat,1981-01-01,0.587,0.994,2,-5.61,1,0.045,0.155,0.0734,0.0319,0.481,151.941,153133,1981,1,1,D,2.552216666666667,153.133
I'm Yours - Live,Jason Mraz,57,Spotify Sessions,2014-09-16,0.428,0.694,11,-8.455,1,0.0978,0.697,0.0,0.764,0.574,145.353,243942,2014,9,16,B,4.0657000000000005,243.942
Carito,Carlos Vives,57,Dejame Entrar,2001-01-01,0.688,0.888,5,-5.323,1,0.0584,0.0313,0.0,0.0944,0.927,111.06,218440,2001,1,1,F,3.6406666666666667,218.44
Luka,Suzanne Vega,57,Solitude Standing,1987-01-01,0.637,0.781,6,-8.263,1,0.031,0.194,0.000115,0.131,0.789,124.939,230973,1987,1,1,F#/Gb,3.8495500000000002,230.973
Wasting Time,The Mowgli's,57,Wasting Time,2020-01-03,0.586,0.788,8,-6.196,1,0.0337,0.0147,0.00565,0.0844,0.625,93.027,223913,2020,1,3,G#/Ab,3.7318833333333337,223.913
Harlem,New Politics,57,A Bad Girl In Harlem,2013-05-17,0.603,0.952,6,-3.699,1,0.0947,0.00189,0.000445,0.317,0.588,133.97,163627,2013,5,17,F#/Gb,2.727116666666667,163.627
Os Clínicos,MC Cabelinho,57,Os Clínicos,2019-08-09,0.662,0.853,0,-4.764,1,0.445,0.291,0.0,0.116,0.524,99.626,154510,2019,8,9,C,2.5751666666666666,154.51
holy terrain,FKA twigs,57,holy terrain,2019-09-09,0.534,0.578,7,-7.541,0,0.123,0.366,0.00432,0.119,0.252,159.832,243000,2019,9,9,G,4.05,243.0
9 Times Out Of 10,Big Havi,57,9 Times Out Of 10,2019-06-28,0.788,0.559,1,-5.085,0,0.259,0.507,0.0,0.0992,0.143,149.083,175490,2019,6,28,C#/Db,2.9248333333333334,175.49
Can't Stop Playing (Makes Me High) [feat. Ane Brun] - Oliver Heldens & Gregor Salto Vocal Mix Edit,DR. KUCHO!,57,Can't Stop Playing (Remixes),2005-10-21,0.708,0.904,6,-4.9,1,0.0408,0.0863,0.000179,0.178,0.75,125.002,157466,2005,10,21,F#/Gb,2.6244333333333336,157.466
Alone,Petit Biscuit,57,Alone,2015-05-18,0.772,0.745,11,-10.194,1,0.0405,0.595,0.87,0.117,0.166,116.014,273162,2015,5,18,B,4.5527,273.162
Peace,Alison Wonderland,57,Peace,2019-04-04,0.362,0.684,2,-5.174,0,0.0854,0.279,1.08e-05,0.165,0.389,85.201,177601,2019,4,4,D,2.9600166666666667,177.601
"Dollar - From ""Dakuaan Da Munda""",Sidhu Moose Wala,57,"Dollar (From ""Dakuaan Da Munda"")",2018-08-05,0.612,0.829,9,-4.225,1,0.0583,0.0606,0.0,0.38,0.694,94.961,157517,2018,8,5,A,2.6252833333333334,157.517
Stargazing,sapientdream,57,DREAM,2018-12-14,0.781,0.366,2,-10.324,1,0.0401,0.679,0.582,0.11,0.793,140.021,142286,2018,12,14,D,2.3714333333333335,142.286
Pegadito,Tommy Torres,57,Tarde O Temprano (Late Edition),2008-04-01,0.532,0.578,9,-7.638,1,0.0268,0.445,0.0,0.0889,0.487,82.994,219213,2008,4,1,A,3.65355,219.213
Culpable O No,Ana Guerra,57,Culpable O No,2019-12-19,0.605,0.813,10,-3.32,1,0.0408,0.0974,0.0,0.329,0.476,132.049,214592,2019,12,19,A#/Bb,3.5765333333333333,214.592
Dreams,Van Halen,57,5150,1986-03-24,0.455,0.758,0,-11.361,1,0.0454,0.223,2.51e-06,0.0986,0.54,141.304,294000,1986,3,24,C,4.9,294.0
Manuela,Sharlene,57,Viaje,2020-01-10,0.731,0.621,7,-4.959,1,0.436,0.348,0.0,0.0773,0.751,174.007,203632,2020,1,10,G,3.393866666666667,203.632
Mafo,Naira Marley,57,Mafo,2019-09-27,0.849,0.862,9,-3.541,0,0.161,0.2,0.00455,0.0658,0.619,119.999,214000,2019,9,27,A,3.566666666666667,214.0
Ki Kehna (feat. R3HAB),QARAN,57,Ki Kehna (feat. R3HAB),2019-12-22,0.661,0.642,1,-7.315,0,0.0295,0.0675,4.94e-05,0.148,0.353,100.014,166800,2019,12,22,C#/Db,2.7800000000000002,166.8
Angel,Zack Knight,57,Angel,2019-08-26,0.688,0.865,11,-4.843,0,0.0615,0.0635,2.09e-06,0.0838,0.798,108.907,175537,2019,8,26,B,2.925616666666667,175.537
Painting (Masterpiece),Lewis Del Mar,57,Lewis Del Mar,2016-10-07,0.726,0.861,6,-5.167,1,0.0695,0.277,4.12e-06,0.0534,0.711,91.966,243413,2016,10,7,F#/Gb,4.056883333333333,243.413
Feels Like Summer,Weezer,57,Pacific Daydream,2017-10-27,0.53,0.867,11,-4.989,1,0.0504,0.02,0.000248,0.737,0.74,175.981,195893,2017,10,27,B,3.264883333333333,195.893
Favorite Liar,The Wrecks,57,We Are The Wrecks,2017-02-10,0.64,0.722,9,-3.489,1,0.0351,0.0196,1.27e-05,0.128,0.317,119.916,242307,2017,2,10,A,4.03845,242.307
Too Young,Phoenix,57,United,2000-03-06,0.622,0.75,9,-6.367,0,0.0445,0.0625,0.000133,0.127,0.905,141.324,197973,2000,3,6,A,3.2995500000000004,197.973
Constant Craving,k.d. lang,57,Recollection,2010-10-15,0.6,0.77,5,-5.559,0,0.0302,0.0603,4.79e-06,0.0967,0.321,128.473,277240,2010,10,15,F,4.620666666666667,277.24
Encore,Red Hot Chili Peppers,57,The Getaway,2016-06-17,0.633,0.704,11,-7.697,1,0.0276,0.672,0.179,0.105,0.342,104.958,254867,2016,6,17,B,4.2477833333333335,254.867
Te Adoraré,Ricardo Montaner,57,Montaner,2019-05-24,0.613,0.599,11,-6.654,1,0.0344,0.266,4.38e-06,0.109,0.317,136.08,227520,2019,5,24,B,3.7920000000000003,227.52
Soy Un Desastre,Timbiriche,57,Timbiriche,2009-01-01,0.818,0.968,10,-5.865,1,0.0833,0.272,0.0,0.155,0.858,135.726,234747,2009,1,1,A#/Bb,3.91245,234.747
This Is Our Time,WILD,57,This Is Our Time,2019-12-28,0.531,0.724,8,-7.341,1,0.0283,0.0243,0.0515,0.112,0.288,145.022,202478,2019,12,28,G#/Ab,3.3746333333333336,202.478
Te Conozco,Ricardo Arjona,57,Sólo Para Mujeres,2013-01-21,0.531,0.592,10,-7.134,1,0.0396,0.126,0.0,0.585,0.312,150.043,246440,2013,1,21,A#/Bb,4.107333333333333,246.44
Maybe You're the Reason,The Japanese House,57,Good At Falling,2019-03-01,0.621,0.762,5,-6.376,1,0.0328,0.106,2.71e-06,0.302,0.395,95.014,218936,2019,3,1,F,3.6489333333333334,218.936
Tú No Eres Para Mi,Fanny Lu,57,6 Super Hits,2009-01-01,0.857,0.917,5,-4.607,1,0.0331,0.0447,0.0,0.227,0.914,124.986,205653,2009,1,1,F,3.4275499999999997,205.653
Bailar Contigo,Carlos Vives,57,Corazón Profundo (Versión Deluxe),2013-04-21,0.576,0.843,5,-5.034,1,0.0419,0.0159,0.0,0.0972,0.411,100.019,252120,2013,4,21,F,4.202,252.12
Love Me Back,RITUAL,57,Love Me Back,2019-01-23,0.745,0.664,1,-4.28,1,0.0613,0.498,8.15e-06,0.0777,0.468,108.067,178233,2019,1,23,C#/Db,2.9705500000000002,178.233
MIDDLE OF THE NIGHT,Elley Duhé,57,MIDDLE OF THE NIGHT,2020-01-10,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,184448,2020,1,10,E,3.0741333333333336,184.448
Hideaway,Kiesza,57,Sound Of A Woman,2014-10-21,0.838,0.72,7,-4.135,0,0.0483,0.0862,0.00697,0.0772,0.204,122.99,251987,2014,10,21,G,4.199783333333333,251.987
Solamente tú,Pablo Alborán,57,Tanto (Nueva edición),2012-09-14,0.519,0.419,9,-6.276,1,0.033,0.457,0.0,0.161,0.266,140.033,247187,2012,9,14,A,4.119783333333333,247.187
Si tú no vuelves,Miguel Bosé,57,Colección Definitiva,2013-12-10,0.74,0.509,6,-6.971,1,0.0332,0.355,0.0963,0.117,0.133,121.971,278293,2013,12,10,F#/Gb,4.638216666666667,278.293
Yokohama,Nathan Kawanishi,56,Yokohama,2019-09-06,0.693,0.498,0,-8.39,0,0.124,0.881,0.89,0.229,0.748,80.021,111778,2019,9,6,C,1.8629666666666667,111.778
Paperplanes,DAO,56,Paperplanes,2019-07-05,0.706,0.408,10,-8.366,0,0.0719,0.859,0.922,0.106,0.587,87.991,136364,2019,7,5,A#/Bb,2.2727333333333335,136.364
Bridges,Broods,56,Evergreen,2014-01-01,0.389,0.634,4,-6.362,0,0.137,0.017,0.0,0.101,0.27,169.539,191808,2014,1,1,E,3.1968,191.808
Tongues,Joywave,56,How Do You Feel Now?,2015-04-14,0.827,0.682,6,-7.111,0,0.0435,0.00048,0.0187,0.101,0.933,117.967,234773,2015,4,14,F#/Gb,3.9128833333333333,234.773
Spiritual (Mriya) [feat. Brooke Tomlinson],Curbi,56,Spiritual (Mriya) [feat. Brooke Tomlinson],2019-03-01,0.636,0.806,8,-4.751,1,0.0547,0.15,0.0,0.0844,0.205,128.024,198750,2019,3,1,G#/Ab,3.3125,198.75
Time,Jungle,56,Jungle,2014-07-14,0.693,0.695,5,-8.435,1,0.0446,0.192,0.000925,0.489,0.553,120.015,213614,2014,7,14,F,3.5602333333333336,213.614
Tempo,Olszakumpel,56,Tempo,2019-11-22,0.732,0.873,8,-3.846,1,0.204,0.251,0.0,0.303,0.566,149.923,205055,2019,11,22,G#/Ab,3.4175833333333334,205.055
Stutter,Marianas Trench,56,Ever After,2012-10-24,0.738,0.934,6,-3.729,0,0.12,0.00176,0.0,0.0473,0.547,104.97,201160,2012,10,24,F#/Gb,3.3526666666666665,201.16
Better Together,Koosen,56,Better Together,2020-01-10,0.63,0.312,5,-13.868,1,0.032,0.964,0.935,0.119,0.0716,89.98,109389,2020,1,10,F,1.8231499999999998,109.389
Beggar's Song,Matt Maeson,56,Bank On The Funeral,2019-04-05,0.446,0.456,6,-7.338,1,0.054,0.595,0.0,0.0752,0.27,145.056,235053,2019,4,5,F#/Gb,3.91755,235.053
Tus Ojos,Belanova,56,Cocktail,2003-01-01,0.76,0.554,9,-8.097,1,0.0354,0.0259,0.000291,0.0782,0.793,118.004,180960,2003,1,1,A,3.016,180.96
ZMSW [QQ Untitled01],Qry,56,ZMSW [QQ Untitled01],2019-11-13,0.654,0.52,10,-7.89,1,0.29,0.185,0.0,0.0834,0.206,180.283,170667,2019,11,13,A#/Bb,2.84445,170.667
Welcome to Chilis,Yung Gravy,56,Welcome to Chilis,2020-01-17,0.839,0.454,10,-9.09,0,0.157,0.359,0.0,0.0755,0.804,159.987,157500,2020,1,17,A#/Bb,2.625,157.5
Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE),Snakehips,56,Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE),2019-02-01,0.797,0.93,11,-3.37,0,0.0455,0.0636,0.000123,0.951,0.907,123.985,159587,2019,2,1,B,2.659783333333333,159.587
Withu,Blvk,56,Beat Batch #3,2017-09-16,0.741,0.219,10,-11.878,0,0.0813,0.853,0.935,0.109,0.519,156.116,104620,2017,9,16,A#/Bb,1.7436666666666667,104.62
No Lies,Psalm Trees,56,Dreams from the Shore,2019-06-10,0.551,0.316,3,-10.14,0,0.0291,0.777,0.909,0.0797,0.337,82.014,128781,2019,6,10,D#/Eb,2.14635,128.781
colors,mr_slace,56,circles,2019-09-12,0.525,0.176,0,-22.959,1,0.0935,0.921,0.755,0.0743,0.317,80.389,78565,2019,9,12,C,1.3094166666666667,78.565
"Wow, I'm Not Crazy",AJR,56,Neotheater,2019-04-26,0.284,0.609,3,-6.033,1,0.123,0.0438,0.0,0.177,0.521,85.386,196763,2019,4,26,D#/Eb,3.2793833333333335,196.763
Nobody's Perfect,Hannah Montana,56,Hannah Montana 2 / Meet Miley Cyrus,2007-01-01,0.594,0.977,8,-4.193,1,0.0646,0.0597,3.49e-06,0.309,0.793,131.976,200827,2007,1,1,G#/Ab,3.3471166666666665,200.827
No me importa nada,Luz Casal,56,Luz V,1989-03-01,0.564,0.804,4,-4.848,1,0.0394,0.447,0.000314,0.218,0.681,169.557,247680,1989,3,1,E,4.128,247.68
The Sun,Myd,56,All Inclusive,2017-10-13,0.774,0.673,5,-6.473,0,0.035,0.22,0.583,0.0973,0.917,126.016,210040,2017,10,13,F,3.5006666666666666,210.04
Here If You Want (Pale Blue),MOSSS,56,Here If You Want (Pale Blue),2017-06-16,0.761,0.6,7,-7.348,1,0.0765,0.269,0.864,0.108,0.557,96.015,199036,2017,6,16,G,3.317266666666667,199.036
Lvndr,Lilac,56,Vrbna // lvndr,2019-04-26,0.599,0.336,11,-13.686,1,0.05,0.74,0.6,0.168,0.184,123.011,140500,2019,4,26,B,2.341666666666667,140.5
Feed Me Dope,Future,56,SUPER SLIMEY,2017-10-20,0.853,0.688,8,-6.509,0,0.296,0.0118,0.0,0.151,0.565,150.012,166693,2017,10,20,G#/Ab,2.778216666666667,166.693
Daydream,Eli Way,56,Chillhop Essentials Spring 2019,2019-03-20,0.389,0.518,0,-11.343,0,0.0571,0.00861,0.275,0.144,0.44,90.017,224000,2019,3,20,C,3.7333333333333334,224.0
Personal Jesus,Depeche Mode,56,"The Best of Depeche Mode, Vol. 1 (Deluxe)",2006-11-08,0.687,0.852,11,-5.538,1,0.0351,0.104,0.00866,0.0596,0.766,129.981,225040,2006,11,8,B,3.7506666666666666,225.04
C'Mon wit da Git Down,Artifacts,56,Between A Rock And A Hard Place,1994-10-25,0.651,0.61,9,-6.078,0,0.312,0.109,1.1e-05,0.169,0.741,166.079,244307,1994,10,25,A,4.071783333333333,244.307
Passenger Side,Smallpools,56,Passenger Side,2017-07-21,0.585,0.801,11,-5.406,0,0.0995,0.00601,8.2e-05,0.0865,0.283,101.987,221747,2017,7,21,B,3.6957833333333334,221.747
Feeling So Good,Ashley Tisdale,56,Symptoms,2019-05-03,0.727,0.702,4,-6.19,1,0.131,0.0991,9.42e-06,0.739,0.525,110.005,187160,2019,5,3,E,3.119333333333333,187.16
M'$ (feat. Lil Wayne),A$AP Rocky,56,AT.LONG.LAST.A$AP,2015-05-26,0.779,0.629,10,-6.797,0,0.274,0.00311,0.0,0.254,0.185,116.53,233400,2015,5,26,A#/Bb,3.89,233.4
Dance Moves,Franc Moody,56,Dance Moves,2018-03-27,0.824,0.75,10,-7.646,0,0.0477,0.177,0.0356,0.0705,0.705,116.005,201376,2018,3,27,A#/Bb,3.356266666666667,201.376
Drunken Truth,Steve Void,56,The Seed EP,2019-12-20,0.781,0.745,1,-4.942,0,0.0374,0.0814,9.71e-05,0.106,0.498,110.051,158091,2019,12,20,C#/Db,2.63485,158.091
Give Up the Goods (Just Step) (feat. Big Noyd),Mobb Deep,56,The Infamous,1995-04-25,0.782,0.597,1,-6.399,1,0.335,0.0568,0.0,0.582,0.528,94.631,243133,1995,4,25,C#/Db,4.052216666666667,243.133
You're High,Agar Agar,56,You're High,2017-02-08,0.613,0.634,9,-7.375,0,0.0266,0.0173,0.0844,0.118,0.496,107.009,270000,2017,2,8,A,4.5,270.0
One Minute Man (feat. Ludacris),Missy Elliott,56,Miss E... So Addictive,2001-05-14,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839,252987,2001,5,14,A,4.21645,252.987
I'm That Guy,Agar Agar,56,Cardan,2016-09-28,0.626,0.389,5,-10.179,0,0.0413,0.174,0.683,0.102,0.372,182.092,448583,2016,9,28,F,7.476383333333334,448.583
Fight The Power,Public Enemy,56,Fear Of A Black Planet,1990-04-10,0.797,0.582,2,-12.97,1,0.255,0.00484,2.04e-06,0.517,0.415,105.974,282640,1990,4,10,D,4.710666666666667,282.64
Wherewithal,Bokki,56,Wherewithal,2018-10-25,0.639,0.265,6,-17.125,1,0.061,0.88,0.646,0.87,0.137,82.021,159017,2018,10,25,F#/Gb,2.6502833333333333,159.017
Restart,Shellerini,56,Restart,2019-10-02,0.744,0.573,7,-8.068,0,0.433,0.361,0.0,0.145,0.398,84.967,275294,2019,10,2,G,4.588233333333333,275.294
The Rhythm Of The Night,Corona,56,Disco 90's,2009-03-16,0.69,0.805,5,-11.522,0,0.0336,0.000232,0.739,0.095,0.799,127.808,264280,2009,3,16,F,4.4046666666666665,264.28
Push It On Me,Damien,56,Push It On Me,2019-11-21,0.626,0.568,5,-10.307,0,0.216,0.629,5.8e-05,0.112,0.581,179.821,164333,2019,11,21,F,2.7388833333333333,164.333
